Filename,Sanat
kirkossa,"Tuli kirkkoon mies ja lapsi,
he eteeni istuivat.
Kai tie oli pienelle hmmhmm,
oli kosteat hmmhmmhmm.
Ei monta hetkeä hiljaa
tuo ollut pikkupää.
Oli paljon hmmhmmhmmhmm
ja paljon hmmhmmhmm.

Oli kauniit hmmhmmhmmhmm,
monihaaraiset hmmhmmhmm.
Nuo kaksi hmmhmm hiljaa
ja joskus hmmhmmhmm.
Kovin kauan hmmhmm kesti,
lapsi istui hmmhmmhmm
ja pienin pehmein sormin
isän hmmhmm hyväillen.

Minä tahtoisin isä jo hmmhmm,
isä minua hmmhmmhmm.
Hän nostaa pienet kasvot
ja huuli värähtää.

He lähtivät kesken hmmhmm,
minä loppuun asti jäin.
Sama hiljainen arka pyyntö
nous syvältä itsestäin:

Minä tahtoisin isä jo hmmhmm,
isä minua hmmhmmhmm.
Soi kirkossa hmmhmmhmmhmm,
oli ulkona hmmhmmhmm."
sauvakirkon_polttaja,"Kun ilta tullut on, pillit soi, savu haisee,
vain vanhan sauvakirkon seinät tuntee kuumuuden.
Kas, parvella nyt ""RAKS!"" parru leimuten halkee.
On syyllisenä poika Norjan muinaisjumalten.
Kun tienoon valot kaikki jo hiipuu ja kuolee,
hän jerrykannun kanssa hiipii kirkkoon hiljaiseen.
Ja bensa lorisee, tuli nurkkia nuolee,
ja roihuavat liekit piirtyy yöhön kesäiseen.

 Taas kerran näin iloisesti polttaa hän saa.
 Se tuttuu on kyllä mutta innostavaa.
 Kun palokellot soivat ja liekit ilakoivat,
 ne kertoa sen, voivat kuinka nauroi hän.
 
Hän nuori vielä on, mutta oottaa jo aikaa,
kun kaikkialta konstat saapuu häntä tutkimaan.
Voi kuinka lauluaan kolkko selli tuo kaikaa.
Hän toivoo että kauniina lyö liekit ainiaan.
Hän oikeudessa saa tuhopoltosta syytteen,
ja humu, pauhu mahtava nyt kaikkialle soi.
Hän siellä esittää tinkimättömän pyyteen,
ett' lieskat jälleen taivaankanteen asti nousta voi.

 Taas kerran ..."
laulu_uudelle,"Jäi Uudelle vain päivä elämää
ja elämään se iltakin näin jää.
Kuumankostean minä tunsin Alinan
ja lauteet Alasaunan.

Minä ensin näin kupolin vihreän
ja ylöspäin vei raput käytävän.
Laulut laulettiin, pitkään iltaa istuttiin
ja jatkoille siirryttiin.

Kun oluen niin vaahdontäytteisen
sä tarjosit ja katsoit hymyillen.
Koskin pulloa ja sen pintaa kosteaa
ja aloin paikkaa rakastaa.

Yks kerrallaan nous hauet aivoihin
kun käsissäs sä kannoit Apteekkiin.
Sieltä Vinnille, Illusioon, Kupoliin,
se ilta jatkui loputtomiin.

Kun päättyi yö, niin pirskeet lannistui
ja A-rappuun vain ""kevyt"" haju jäi.
Kuljin frakissa kotiin aamubussilla
ja päätin tulla uudestaan.

Jäi Uudelle..."
luukkaisen_poika,"Minä saavuin OhPen pajaan,
jäin menoa katselemaan.
Siellä satalukuinen laskarivuori
yllytti koodaamaan.
Minä pelkäsin suurta Javaa,
minä pienistä fukseista pienin,
mut kun kisälli merkkasi ensimmäisen rastin
jäin seuraavaa himoitsemaan.

Minä olin Luukkaisen poika,
lähes mestari siis itsekin.
Vielä koodaisin optimoidummin kuin muut,
vielä isäänikin paremmin.

Minä nukahdin NetBeansin ääreen,
unen oliopohjaisen näin:
kuinka metodit perittiin yläluokasta mutta
konstruktoreja ei.
Abstraktius ja kuormittaminen,
kohti toimivaa ohjelmaa.
Rajapinnasta kimmelsi idea mulla,
kun sain softani kääntymään.

Minä olin...

Pajaluokan perällä on kuuma
Power Kingikin pääs loppumaan.
Mut kurssien päässä on koodauksen taito,
ovi miltei mihin vaan.

Minä olin..."
lärvit,":,: Lärvit, lä-lä-lä-lärvit, lä-lä-lä-lärvit,
nyt otetaan! :,:
Lää-lä-lää-läl-läl-läl-läl-läl-läl-lä-lä-läl-läl-lää,
lää-lä-lää-läl-läl-lää-lä-lär-vit.
Lää-lä-lää-läl-läl-läl-läl-läl-läl-lä-lä-läl-läl-lää.
Lää-lää-lä-lää-lä-lää-lä-lää-lä-lär-vit.
:,: Lärvit, lä-lä-lä-lärvit, lä-lä-lä-lärvit,
nyt otetaan! :,:

Kra-pu-la, kra-pu-la, kra-pu-la.
Kra-pu-la, kra-pu-la, kra-pu-la.
:,: Kraa-puu-laa, kraa-kra-kra-ra-ra-pu-la,
kraa-kra-ra-ra-ra-pu-la, kra-pu-la, kra-pu-la :,:"
finlandia,"Oi Suomi, katso, sinun päiväs' koittaa,
yön uhka karkoitettu on jo pois,
ja aamun kiuru kirkkaudessa soittaa
kuin itse taivahan kansi sois'.
Yön vallat aamun valkeus jo voittaa,
sun päiväs' koittaa, oi synnyinmaa.

Oi nouse, Suomi, nosta korkealle
pääs' seppelöimä suurten muistojen,
oi nouse, Suomi, näytit maailmalle
sa että karkoitit orjuuden
ja ettet taipunut sa sorron alle,
on aamus' alkanut, synnyinmaa."
sörnai_gusha,"Sörnai gusha nietu Molotova
sörnai gusha herba Moskova. 
:,: Njet njet bonimai votvot risubuska 
dara zeva votvot harasoo. :,:

Isä Stalin, äiti Hrutzheva 
iski silmää ginihibrakas. 
:,: Oi-oi oishiba vodkaa ollut heillä 
oishi ishku khäynyt alemmas. :,:

Tuoksuu tuomet, syreenit ja ruusut 
tuoksuu tuolla Volgan randamill'. 
:,: Ai ai kaunis kulda Kaditzusha 
tuoksuu tundeet rindas rindamill'. :,:

Siellä missä versoaapi vilja
siellä kasvoi kaunis Katjuska. 
:,: Katjuskalla komiat on keuhkot 
basga haisee nevan rannalla. :,:

Oon vain köyhä kolhoosinainen 
ei oo mulla yhtään ystävää. 
:,: Ei oo lehmää eikä ole lammasta, 
eikä shuussa yhdään hammashta. :,:

Siperian lakeus on suuri 
Sonja siellä lunta lapioi. 
:,: Sonjalla kävi hiton huono tuuri 
kun länsituuli uutta lunta toi. :,: 

Oon vain köyhä poika Petroskoista, 
ei oo mulla yhtään ystävää. 
:,: Sirppi ja vasara ne taivahalla loistaa, 
basga haisee, balalaikka soi. :,:"
joutsenlaulu,"Taas lapset pihalla näät
ikkunas alla leikkivän leikkejään
Taas siihen paikallesi ikkunaan jäät
siihen ikkunaan jäät

Lennät vuosien taa
Ne muistot päivittäin sut valtaansa saa
Ne Joutsenlauluun etsii taas laulajaa
etsii taas laulajaa

Nuo hetket syntymästä kuolemaan
kun silmäluomiin heijastuu
Saa toiset uskomaan kai Jumalaan
toiset Saatanaan, tai mihin vaan
Muttei kuitenkaan tähän maailmaan

Sä kerran löysit myös sen
tuon puolen vuosisadan rakkauden
Sun oli helppo olla onnellinen
olla onnellinen

Nyt mitä vaistoillas teet
kun linnut pesästään on pois lentäneet
On enää valokuvat kellastuneet
ne selaat taas uudelleen, ja taas uudelleen

Et ehkä sääliäni kaipaa,
ei se saa tuskaa puutumaan
Tuo tuska laulun tämän kirjoittaa
tuo tuska kiinni saa kenet vaan
Tuo tuska kiinni saa

Suruhuntusi näät
se viisi vuotta sitten sai hengittää
Sut Joutsenlaulu silloin sai itkemään
sut sai itkemään

Tahtoisit olla niin kuin silloinkin
kun peityit huntuun valkoiseen
Se jäänyt on jo ajan jalkoihin
niin kuin sinäkin

Tahtoisin yrittää
mä että silloin veden pinnalle jään
Kun joen tulvivan mä uomistaan nään
kun joen tulvivan nään

Nuo naiset marketeissa kärryineen
ja miehet kantabaareissaan
Nuoruuden lähteestä kai haaveilee
ja tuska laimenee, tai miten vaan

Taas hetken lähempänä kuolemaa
ei haihdu tuska milloinkaan
Tuo tuska laulun tämän kirjoittaa
Tuo tuska kiinni saa kenet vaan...
Tuo tuska kiinni saa kenet vain haluaa......"
hei_vahtimestari,":,: Hei vahtimestari!
Tule, täytä lasini.
Vie tyhjät pullot pois! :,:
:,: Kyllä enemmänkin juodaan,
jos vain lisää tuodaan,
ja laskut maksetaan jos jaksetaan. :,:

:,: Hei vahtimestari!
Tule täytä lasini.
Vie kuolleet fuksit pois! :,:
:,: Ja kun mä kerran kuolen,
kyll' firma pitää huolen,
ett' Vanhan Kellariin mut haudataan. :,:"
kalliolle_kumpulamme,"Kalliolle Kumpulamme
Kalliolle kukkulalle

Kalliolle Kumpulamme
rakensimme me majamme.
Tule, tule, fuksi pieni,
jakamaan se kanssamme.

Jollet sinä tänne jääkään,
niin lähdit varmaan kauas pois,
TKK:lle Otaniemeen,
miss' en sua nähdä vois."
nisti_ja_noori,"Assari kun päätti tentin,
siskoistaan jäi jälkeen sentin
humanisti viimeinen.
Hämärä jo Stadiin hiipi,
humanisti Kamppiin kiiti,
juuri aikoi nousta linjuriin,
kun insinöörin fiksun näki
vastaan tulevan,
se juuri oli noussut bussistaan.
Kas insinööri ennen päivän
laskua ei voi,
milloinkaan lähtee lafkaltaan.

Katselivat toisiansa,
insinööri rinnassansa
tunsi kummaa leiskuntaa.
Sanoi: poltat Marlboroa,
mutten ole eläissäni
nähnyt mitään yhtä ihanaa!
Ei haittaa, vaikka röökisi
mut yskiväksi saa - 
on astmaisena hyvä asustaa.
Käy kanssani, niin Otaniemeen
näytän sulle tien,
ja sinut erhekylään vien.

Nisti vastas: nööri kulta,
teekkarit vie järjen multa,
enkä toivo hourulaan.
Pois mun täytyy heti mennä,
ellen kohta Dommaan ennä,
niin en hetkeäkään lukee saa.
Niin lähti kaunis humanisti,
mutta vieläkin,
kun insinööri öisin integroi,
hän miettii, miksi toinen täällä
lukutoukka on,
ja toinen nablaa rakastaa."
ryyppää_vaan,"Ryyppää, ryyppää, ryyppää vaan,
huomenna on sulla krapula.
Mutt' jos ryyppäät, ryyppäät, ryyppäät
vaan, krapula ei saavukaan.

Koodaa, koodaa, koodaa vaan,
huomenna on sulla ohjelma.
Mutt' jos koodaat, koodaat, koodaat vaan,
koneeseen ei mahdukaan.

Nablaa, nablaa, nablaa vaan,
huomenna on sulla roottori.
Mutt' jos nablaat, nablaat, nablaat vaan,
roottori ei pyörikään.

Irkkaa, irkkaa, irkkaa vaan
huomenna on sulla elämä.
Mutt' jos irkkaat, irkkaat, irkkaat vaan, 
elämä ei tulekaan.

Sorvaa, sorvaa, sorvaa vaan,
huomenna on sulla kapula.
Mutt' jos sorvaat, sorvaat, sorvaat vaan,
kapulaa ei olekaan.

Tislaa, tislaa, tislaa vaan
huomenna on sulla pontikkaa.
Mutt' jos tislaat, tislaat, tislaat vaan,
pontikkasi sokeuttaa.

Nyplää, nyplää, nyplää vaan,
huomenna on sulla ongelma.
Mutt' jos nypläät, nypläät, nypläät vaan,
ongelmaa ei olekaan."
klurre_kädelläsi,"Klurre, kädelläsi asua mä saan,
turvallisin käsi pällä maan.
Siellä kaikki saavat uuden humalan,
kaljaa kaadat haavat sitoen.
:,: Onneni on olla, Urhoo lähellä,
sammua voin yksin Klushteriin. :,:

Klurre, kädelläsi iloita mä saan,
se on rikas käsi juottamaan.
Siellä kadotusta meille tarjotaan,
eikä armahdusta milloinkaan.
:,: Onneni on olla, Chrissen sisällä,
ottaa voin vain yökäyttövastuun. :,:"
hypermedialaulu,"Javaskripti, javaskripti, C++, C++,
Corba sekä Perli, Corba sekä Perli,
SQL, SQL.

HTML, HTML, XML, XML,
Flashi sekä QuickTime, Flashi sekä QuickTime,
CSS, CSS."
juodaan_viinaa,"Kolmen tähden jallupullon juotuaan
kaksi miestä tutkii muistikirjojaan.
Toinen tuskailee, kun sivut täynnä on -
on toisen kirja pitkään ollut sivuton.

Vaimo liikaa mieheltänsä kyselee;
ei kun pullo pöytään, sitten miettimään!
Lapset nukkuu, pimeys vain tihenee...
vaimo vastauksen pian saa äijältään:

Juodaan viinaa,
tullaan viisaammiksi näin.
Juodaan viinaa,
on todellisuus piinaa hetkittäin...
- selvinpäin

Vanhus nuoren pastorin saa sekaisin
siltä kuolemasta liikaa udellen.
Tarjoilu on niukkaa kanssa öylätin;
vanhus kiittää, mutta jälkeen aamenen:

Juodaan viinaa...

Joillakin on liian paljon edessään,
toiset menneisyyttään irti karistaa.
Yksi uinut on kuin kalat vedessä,
ja toinen naapureitansakin aristaa!

Juodaan viinaa..."
ken_on_fuksi,":,: Ken ompi fuksi n (jne...)
ylös nouskohon.
Hän lasin käteen ottakoon
Sen huulillensa nostakoon.
Juo pois, juo pois, juo pois, juo pois.
Juo herran tähden pois. :,:"
ko-ko-ko-koskenkorvaa,"Ko-ko-ko-kosken-ko-ko-ko-korvaa,
siitä aina kunnon rä-kä-kä-kännit saa.
Ko-ko-ko-kosken-ko-ko-ko-korvaa,
siitä aina kunnon rä-kä-kä-kännit,
aina kunnon rä-kä-kä-kännit,
aina kunnon rä-kä-kä-kännit saa!

La-la-la-lappeen-ra-ra-ra-ranta,
siellä aina kunnon rä-kä-kä-kännit saa!
La-la-la-lappeen-ra-ra-ra-ranta,
siellä aina kunnon rä-kä-kä-kännit,
aina kunnon rä-kä-kä-kännit
aina kunnon rä-kä-kä-kännit saa!

Ko-ko-ko-kone-kiväärikomppania,
siellä aina kunnon rä-tä-tä-tä-tä-tä saa!
Ko-ko-ko-kone-kiväärikomppania,
siellä aina kunnon rä-tä-tä-tä-tä-tä,
aina kunnon rä-tä-tä-tä-tä-tä,
aina kunnon rä-tä-tä-tä-tä-tä saa!

Tu-tu-tu-tuli-asemapatteri,
siellä aina kunnon TUM saa!
Tu-tu-tu-tuli-asemapatteri,
siellä aina kunnon TUM,
aina kunnon TUM,
aina kunnon TUM saa!

Vi-vi-vi-viesti-ko-ko-ko-komppania,
siellä aina kunnon näpy-näpy saa!
Vi-vi-vi-viesti-ko-ko-ko-komppania,
siellä aina kunnon näpy-näpy,
aina kunnon näpy-näpy,
aina kunnon näpy-näpy saa!

Si-si-si-sissi-ko-ko-ko-komppania,
siellä aina kunnon *shh* saa!
Si-si-si-sissi-ko-ko-ko-komppania,
siellä aina kunnon *shh*,
aina kunnon *shh*,
aina kunnon *shh* saa!

La-la-la-lapin-jä-jä-jä-järvi,
siellä aina kunnon pingismatsit saa!
La-la-la-lapin-jä-jä-jä-järvi,
siellä aina kunnon pingismatsit,
aina kunnon pingismatsit,
aina kunnon pingismatsit saa!"
jallu,"Jallu, sen mä kaadan ineen.
Jallu, meill' on yhden tähden bileet.
Jallu, maksa puskee hikee.
Jallu, Jallu, Jallu, Jallu."
vodka_vodka,"Vodka, vodka vill jag dricka,
jag vill äta kaviar.
:,: Jag vill älska ruški flicka,
jag vill spy i samovar! :,:"
minnet,"Minne, jag har tappat mitt minne,
är jag svensk eller finne,
kommer inte ihåg.
Inne, är jag ut eller inne?
Jag har luckor i minne,
sån' där små alkohol.
Men besinn' er,
man tätar med det brännvin man får,
fastän minnet och helan går.

Minne? Muisti hävis, mut' minne?
Juhlista selvisimme, muistikatkoja on.
Minne? Lähtisin vaikka minne,
kunhan selvittäisimme,
mitä tapahtunut on.
Mutta tiedän
mä keinon mikä auttaapi tuo:
Ota ryyppy, ja muistis juo!"
kalmarevisan,"# = esilaulaja/foresinger

Uti Kalmare stad,
ja, där finns det ingen kvast
förrän lördagen.

# Hej dick
Hej dack
# Jag slog i
och vi drack.
# Hej dickom dickom dack,
hej dickom dickom dack.
För uti Kalmare stad,
ja, där finns det ingen kvast
förrän lördagen.

# :,: När som bonden kommer hem
kommer bondekvinnan ut :,:
är så stor i sin trut.

# Hej dick...

# :,: Var är pengarna du fått?
Jo, dom har jag supit upp :,:
uppå Kalmare slott.

# Hej dick...

# :,: Jag skall mäla dig an
för vår kronbefallningsman :,:
och du ska få skam.

# Hej dick...

# :,: Kronbefallningsmannen vår
satt på krogen igår :,:
och var full som ett får.

# Hej dick..."
jallutähden_alla,"Täällä jallutähden alla
korkeimmalla kukkulalla.
Katson läpi lasin tyhjän,
sen täytän uudestaan.

Täällä jallutähden alla,
lasi täyttyy leikatulla.
Siitä suojakseni peiton,
minä itselleni saan.

Ja alla jallutähden,
minä otan,
yhden tähden,
ja vain jallutähden nähden,
itken ilon kyyneleen.

Täällä jallutähden alla,
kova jano laulajalla.
Huolet viinaa naukkaamalla
siirtyy päivään huomiseen

Täällä jallutähden alla,
hiipii sieluun asti halla,
mutta korkin avaamalla,
sulaa sydän uudelleen.

Ja alla jallutähden..."
suhteellisen_rivakka_turkulainen_juomalaulu,Ai nyvvai?
jaloviinaa,"Susinaisesta kuullut mä oon tarinoita
kuinka tuo noita naisen hahmossa vei
miehen joka myöhemmin suruunsa juuttui
kuin kiveksi muuttui, enää puhukkaan ei

Hän vain juo jaloviinaa
viileää viinaa, kuin vettä vain juo
Hän läikyttää lasissaan ruskeaa viinaa
ja tien muistaa ruskeiden silmien luo

Vuosia myöhemmin naisesta kuulin
joka elelee yksinään Naarvassa päin
Ja riutunut mies roudaa hänelle viinaa
vie jaloviinaa hälle ämpäreittäin

Ja hän vain juo jaloviinaa
viileää viinaa, kuin vettä vain juo
Ovat silmänsä kuulema kuin jaloviinaa
lämpimän ruskeat kuin viina tuo

Ja hän vain juo jaloviinaa
viileää viinaa, kuin vettä vain juo
Hän läikyttää lasissaan ruskeaa viinaa
ja tien muistaa ruskeiden silmien luo"
finlandssvensk_snapsvisa,Nu!
romanssi,"Sua vain, yli kaiken mä rakastan,
sinä taivaani päällä maan.
:,: Minä maiset murheeni unohdan,
sinisilmiis kun katsoa saan. :,:

Yli riemuni oot mitä toivoisin
sä kun istut mun rinnallain
Olet kaikkeni, aarteeni, kallehin
Olet onneni unelmain.

Oi, sallithan, että mä suutelen
sinisilmiäs, armahain.
:,: Ja jos kauas sun luotasi joutunen
kuvas seuraa mun matkallain. :,:

Yli riemuni oot mitä toivoisin..."
lapin_kulta_kaanon,"Lapin Kulta, Lapin Kulta,
Karjala, Karjala,
Sininen ja Olvi, Sininen ja Olvi,
Koff, Koff, Koff, Koff, Koff, Koff.

Koskenkorva, Koskenkorva,
pontikka, pontikka,
sinoli ja lasoli, sinoli ja lasoli,
tärpätti, tärpätti.

Viru Valge, Viru Valge,
Saarenmaa, Saarenmaa,
Laua-viin, Laua-viin,
Rock A. le Coq, Rock A. le Coq."
minun_juomani_kossu_on,":,: Minun juomani kossu on,
vaikk' on viljaviinaa. :,:
:,: Hei luulia illalla, vaikk' on viljaviinaa. :,:

:,: Silmät siit' saan punaiset, 
sekä kieronlaiset. :,:
:,: Hei luulia illalla, sekä kieronlaiset. :,:

:,: Mull' on räkä poskella, 
sekä turpa täynnä. :,:
:,: Hei luulia illalla, sekä turpa täynnä. :,:

:,: Kun minä menen kapakkaan, 
niin portsaritkin nauraa. :,:
:,: Hei luulia illalla, portsaritkin nauraa. :,:"
pienet_konjakit,":,: Pienet konjakit, pienet konjakit,
ne lystikkäitä on :,:
:,: Ei korvia, ei korvia,
ei häntää laisinkaan. :,:"
ei_tippa_tapa,"Kaikki alkoi siitä kun mä opintolainan sain,
sitten juhlan kunniaksi täyden lastin hain.
Eikä siinä turhaan liioin kainosteltu lain,
pullo kieris ringissä ja irvisteltiin vain.

;.; Ei tippa tapa ja ämpäri ei riitä,
kun on alkuun päästy niin antaa mennä vaan. ;.;

Elämä on tylsää jos ei aina juhli näin.
No kukas sitä joskus jaksaa olla selvin päin.
Antaa mennä samaan tahtiin vuosi peräkkäin.
Kaikki murheet huuhdotaan me sisältämme näin.

;.; Ei tippa tapa... ;.;

Kaikkihan me täällä ollaan pieni hetki vaan.
On aivan turhaa mammonaa näin koota päälle maan.
Joku Irwin kuitenkin ne ryyppää aikanaan.
Juodaan kaikki nyt ja juokoot toiset omiaan.

;.; Ei tippa tapa... ;.;"
urhometso,"Katto kallellaan siinä Domman alla,
seisoo vielä klurre paikallaan.
Kampin ostoskeskuksen ohi kuljen tiedän sen,
kohta tullut oon klusterille. 
Hei ryyppyfrendi tuo mulle kolpakko,
yhtä kylmä niinkuin aina ennenkin.
Mul on kova jano taas ja laiha lompakko,
en turhaan tullut oo klusterille.

Hietaniemellä, suomenkielellä
Urho huutaa lailla perkeleen,
ja kun fuksit vetää viinaa,
se aamullakin piinaa,
kaljaa koneeseen ja klusterille.

No klusterilla Liisaa
me katsellaan kun viinaa
juodaan ja me tullaan humalaan.
Klusteril on ovi,
kuin kuninkaitten hovi,
Aallon edessä on pakko kumartaa.
 
 On Alinassa ilta ja kohta klusterilta
 meitä tullaan pois jo hakemaan.
 AEE:ltä loppu sieto,
 ei meitä käyttökielto
 saa jumalauta hiljaa juhlimaan.
 
 Hietaniemellä, suomenkielellä
 Urho huutaa lailla perkeleen,
 ja kun fuksit vetää viinaa,
 se aamullakin piinaa,
 kaljaa koneeseen ja klusterille.
Miika laittaa soimaan vielä yhden laulun
ja ottaa sitten kylmän oluen.
Se laulu kertoo meistä,
onnen perkeleistä,
 jotka yhden tähden alla asustaa.
 
 On Alinassa ilta ja kohta ...."
aqua_vera,"Lauletaanpas vedestä,
jota aina riittää.
Vaikka kuinka joisit sä,
ei se lopu siitä.

Pikku Aqun jano on,
niin myös Paulin, Anteron.
AH, kun sentään hyvältä
paljas vesi maistuu.

:,: Och vatten och vatten
och vatten är så gott,
så rysligt, fasligt, billigt,
så hälsosamt och vått. :,:
1, 2, 3, VATTEN!

Entäs sitten aamulla
on olo mitä parhain.
Kannat vettä saavilla,
sängyn viereen varhain.

Aamuyöllä vessassa
tuumit sormi kurkussa
AH, kun sentään hyvältä
paljas vesi maistuu.

:,: Och vatten och vatten... :,:
1, 2, 3, 4!"
tietoliikennelaulu,"Valppain mielin muista sä aina
vaaroja tietoliikenteen.
Internet on hakkereita täynnä
ilkeine aikeineen.
Rakkauskirje ei aina ole aito, se
viruksen voi sisältää.
Vältä vaaraa uhmailemasta,
koneesi suojaa vaan.

Muista aina, tietoliikenteessä
monta vaaraa ompi eessä.
Siksi valpas aina mieli,
se on turva verraton.

Virussoftaa muista sä käyttää
netissä kun surffailet.
Kaikki säädöt kohdalleen laita,
laita ne tarkalleen.
Palomuurit auttavat aina
turvassa surffaamaan.
Vältä aina downloadaamasta,
sääntöjä seuraa vaan.

Muista aina...

Kovalevyn juuri on suuri,
joskus se eksyttää.
Ällös pelkää, apu on juuri
sun tukihenkilös tää.
Hän voipi vaikka neuvoa taikka
muutenkin auttaa niin.
Siinä missä on paha paikka,
turvaudu nörtteihin.

Muista aina..."
pienet_käärmeet,"On pieniä käärmeitä,
helvetin pieniä käärmeitä.
Sitten kun ne pannaan yhteen pussiin,
siellä ne saavat rauhassa...
ja taas on pieniä käärmeitä.

Kobra vanha, valkoinen
pystyyn nousee huojuen -
ja taas on pieniä käärmeitä.

On pieniä fukseja,
helvetin pieniä fukseja.
Sitten kun ne pannaan Kumpulan bussiin,
siellä ne saavat rauhassa...
ja taas on pieniä fukseja.

Tutor vanha, känninen
Portsuun nousee huojuen -
ja taas on pieniä fukseja.

On pieniä bittejä,
helvetin pieniä bittejä.
Sitten kun ne pannaan local bussiin,
siellä ne saavat rauhassa...
ja taas on pieniä bittejä.

Melkki vanha, tahmainen
pystyyn nousee huojuen -
ja taas on pieniä bittejä."
